date	COM2.001: TC 110	COM2.001: TC 110	COM2.005: MPT 100	COM2.002: PPT 100
(YYYY-MM-DD hh:mm:ss)	P309: ActualSpd (Hz)	P316: DrvPower (W)	P740: Pressure (mbar)	P740: Pressure (mbar)
2022-04-18, 10:31:32	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:31:34	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:31:36	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:31:38	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:31:40	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:31:42	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:31:44	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:31:46	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:31:48	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:31:50	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:31:52	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:31:54	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:31:56	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:31:58	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:00	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:02	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:04	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:06	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:08	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:10	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:12	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:14	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:16	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:18	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:20	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:22	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:24	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:26	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:28	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:30	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:32	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:34	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:36	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:38	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:40	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:42	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:44	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:46	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:48	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:50	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:52	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:54	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:56	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:32:58	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:33:00	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:33:02	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:33:04	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:33:06	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:33:08	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:33:10	0 Hz	0 W	1E3 mbar	7E2 mbar
2022-04-18, 10:33:12	0 Hz	0 W	1E3 mbar	7E2 mbar
2022-04-18, 10:33:14	0 Hz	0 W	1E3 mbar	7E2 mbar
2022-04-18, 10:33:16	0 Hz	0 W	1E3 mbar	7E2 mbar
2022-04-18, 10:33:18	0 Hz	0 W	1E3 mbar	6,8E2 mbar
2022-04-18, 10:33:20	0 Hz	0 W	1E3 mbar	6,8E2 mbar
2022-04-18, 10:33:22	0 Hz	0 W	1E3 mbar	6,6E2 mbar
2022-04-18, 10:33:24	0 Hz	0 W	1E3 mbar	6,8E2 mbar
2022-04-18, 10:33:26	0 Hz	0 W	1E3 mbar	4E2 mbar
2022-04-18, 10:33:28	0 Hz	0 W	1E3 mbar	6,1E2 mbar
2022-04-18, 10:33:30	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:33:32	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:33:34	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:33:36	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:33:38	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:33:40	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:33:42	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:33:44	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:33:46	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:33:48	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:33:50	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:33:52	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:33:54	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:33:56	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:33:58	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:00	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:02	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:04	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:06	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:08	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:10	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:12	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:14	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:16	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:18	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:20	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:22	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:24	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:26	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:28	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:30	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:32	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:34	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:36	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:38	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:40	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:42	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:44	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:46	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:48	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:50	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:52	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:54	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:56	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:34:58	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:00	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:02	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:04	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:06	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:08	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:10	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:12	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:14	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:16	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:18	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:20	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:22	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:24	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:26	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:28	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:30	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:32	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:34	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:36	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:38	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:40	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:42	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:44	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:46	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:48	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:50	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:52	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:54	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:56	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:35:58	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:00	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:02	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:04	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:06	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:08	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:10	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:12	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:14	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:16	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:18	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:20	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:22	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:24	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:26	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:28	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:30	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:32	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:34	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:36	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:38	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:40	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:42	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:44	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:46	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:48	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:50	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:52	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:54	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:56	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:36:58	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:00	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:02	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:04	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:06	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:08	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:10	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:12	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:14	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:16	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:18	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:20	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:22	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:24	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:26	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:28	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:30	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:32	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:34	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:36	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:38	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:40	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:42	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:44	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:46	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:48	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:50	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:52	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:54	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:56	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:37:58	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:00	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:02	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:04	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:06	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:08	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:10	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:12	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:14	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:16	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:18	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:20	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:22	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:24	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:26	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:28	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:30	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:32	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:34	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:36	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:38	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:40	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:42	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:44	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:46	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:48	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:50	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:52	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:54	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:56	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:38:58	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:00	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:02	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:04	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:06	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:08	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:10	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:12	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:14	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:16	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:18	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:20	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:22	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:24	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:26	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:28	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:30	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:32	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:34	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:36	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:38	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:40	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:42	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:44	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:46	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:48	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:50	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:52	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:54	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:56	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:39:58	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:40:00	0 Hz	0 W	1E3 mbar	1E3 mbar
2022-04-18, 10:40:02	0 Hz	0 W	1E3 mbar	6,6E2 mbar
2022-04-18, 10:40:04	0 Hz	0 W	1E3 mbar	5,1E2 mbar
2022-04-18, 10:40:06	0 Hz	0 W	1E3 mbar	3,7E2 mbar
2022-04-18, 10:40:08	0 Hz	0 W	1E3 mbar	2,9E2 mbar
2022-04-18, 10:40:10	0 Hz	0 W	1E3 mbar	2,2E2 mbar
2022-04-18, 10:40:12	0 Hz	0 W	1E3 mbar	1,8E2 mbar
2022-04-18, 10:40:14	0 Hz	0 W	7E2 mbar	1,6E2 mbar
2022-04-18, 10:40:16	0 Hz	0 W	3,9E2 mbar	1,3E2 mbar
2022-04-18, 10:40:18	0 Hz	0 W	2,8E2 mbar	1E2 mbar
2022-04-18, 10:40:20	0 Hz	0 W	1,9E2 mbar	9E1 mbar
2022-04-18, 10:40:22	0 Hz	0 W	1,5E2 mbar	7,5E1 mbar
2022-04-18, 10:40:24	0 Hz	0 W	1,2E2 mbar	6,6E1 mbar
2022-04-18, 10:40:26	0 Hz	0 W	9,2E1 mbar	5,9E1 mbar
2022-04-18, 10:40:28	0 Hz	0 W	7,6E1 mbar	5,2E1 mbar
2022-04-18, 10:40:30	0 Hz	0 W	6,4E1 mbar	4,4E1 mbar
2022-04-18, 10:40:32	0 Hz	0 W	5,8E1 mbar	3,8E1 mbar
2022-04-18, 10:40:34	0 Hz	0 W	4,6E1 mbar	3,5E1 mbar
2022-04-18, 10:40:36	0 Hz	0 W	3,9E1 mbar	3,2E1 mbar
2022-04-18, 10:40:38	0 Hz	0 W	3,6E1 mbar	2,9E1 mbar
2022-04-18, 10:40:40	0 Hz	0 W	3,3E1 mbar	2,5E1 mbar
2022-04-18, 10:40:42	0 Hz	0 W	2,9E1 mbar	2,2E1 mbar
2022-04-18, 10:40:44	0 Hz	0 W	2,6E1 mbar	1,9E1 mbar
2022-04-18, 10:40:46	0 Hz	0 W	2,1E1 mbar	1,8E1 mbar
2022-04-18, 10:40:48	0 Hz	0 W	1,9E1 mbar	1,6E1 mbar
2022-04-18, 10:40:50	0 Hz	0 W	1,7E1 mbar	1,5E1 mbar
2022-04-18, 10:40:52	0 Hz	0 W	1,6E1 mbar	1,4E1 mbar
2022-04-18, 10:40:54	0 Hz	0 W	1,5E1 mbar	1,2E1 mbar
2022-04-18, 10:40:56	0 Hz	0 W	1,4E1 mbar	1E1 mbar
2022-04-18, 10:40:58	0 Hz	0 W	1,2E1 mbar	9,8E0 mbar
2022-04-18, 10:41:00	0 Hz	0 W	1,1E1 mbar	9,3E0 mbar
2022-04-18, 10:41:02	0 Hz	0 W	9,9E0 mbar	8,8E0 mbar
2022-04-18, 10:41:04	0 Hz	0 W	9,3E0 mbar	8,3E0 mbar
2022-04-18, 10:41:06	0 Hz	0 W	9E0 mbar	7,8E0 mbar
2022-04-18, 10:41:08	0 Hz	0 W	8,4E0 mbar	7,3E0 mbar
2022-04-18, 10:41:10	0 Hz	0 W	8E0 mbar	6,9E0 mbar
2022-04-18, 10:41:12	0 Hz	0 W	7,5E0 mbar	6,7E0 mbar
2022-04-18, 10:41:14	0 Hz	0 W	7,2E0 mbar	6,5E0 mbar
2022-04-18, 10:41:16	0 Hz	0 W	6,8E0 mbar	6,4E0 mbar
2022-04-18, 10:41:18	0 Hz	0 W	6,7E0 mbar	6,2E0 mbar
2022-04-18, 10:41:20	0 Hz	0 W	6,5E0 mbar	6E0 mbar
2022-04-18, 10:41:22	0 Hz	0 W	6,4E0 mbar	5,9E0 mbar
2022-04-18, 10:41:24	0 Hz	0 W	6,2E0 mbar	5,7E0 mbar
2022-04-18, 10:41:26	0 Hz	0 W	6,1E0 mbar	5,6E0 mbar
2022-04-18, 10:41:28	0 Hz	0 W	6E0 mbar	5,4E0 mbar
2022-04-18, 10:41:30	0 Hz	0 W	5,9E0 mbar	5,3E0 mbar
2022-04-18, 10:41:32	0 Hz	0 W	5,7E0 mbar	5,2E0 mbar
2022-04-18, 10:41:34	0 Hz	0 W	5,6E0 mbar	5,1E0 mbar
2022-04-18, 10:41:36	0 Hz	0 W	5,5E0 mbar	4,9E0 mbar
2022-04-18, 10:41:38	0 Hz	0 W	5,4E0 mbar	4,8E0 mbar
2022-04-18, 10:41:40	0 Hz	0 W	5,3E0 mbar	4,7E0 mbar
2022-04-18, 10:41:42	0 Hz	0 W	5,2E0 mbar	4,6E0 mbar
2022-04-18, 10:41:44	0 Hz	0 W	5,1E0 mbar	4,6E0 mbar
2022-04-18, 10:41:46	0 Hz	0 W	5E0 mbar	4,5E0 mbar
2022-04-18, 10:41:48	0 Hz	0 W	4,9E0 mbar	4,4E0 mbar
2022-04-18, 10:41:50	0 Hz	0 W	4,9E0 mbar	4,3E0 mbar
2022-04-18, 10:41:52	0 Hz	0 W	4,8E0 mbar	4,3E0 mbar
2022-04-18, 10:41:54	0 Hz	0 W	4,7E0 mbar	4,2E0 mbar
2022-04-18, 10:41:56	0 Hz	0 W	4,7E0 mbar	4,1E0 mbar
2022-04-18, 10:41:58	0 Hz	0 W	4,6E0 mbar	4,1E0 mbar
2022-04-18, 10:42:00	0 Hz	0 W	4,6E0 mbar	4E0 mbar
2022-04-18, 10:42:02	0 Hz	0 W	4,5E0 mbar	3,9E0 mbar
2022-04-18, 10:42:04	0 Hz	0 W	4,5E0 mbar	3,9E0 mbar
2022-04-18, 10:42:06	0 Hz	0 W	4,4E0 mbar	3,9E0 mbar
2022-04-18, 10:42:08	0 Hz	0 W	4,4E0 mbar	3,9E0 mbar
2022-04-18, 10:42:10	0 Hz	0 W	4,3E0 mbar	3,9E0 mbar
2022-04-18, 10:42:12	0 Hz	0 W	4,3E0 mbar	3,9E0 mbar
2022-04-18, 10:42:14	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-18, 10:42:16	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-18, 10:42:18	0 Hz	0 W	4,2E0 mbar	3,8E0 mbar
2022-04-18, 10:42:20	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-18, 10:42:22	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-18, 10:42:24	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-18, 10:42:26	0 Hz	0 W	4,1E0 mbar	3,8E0 mbar
2022-04-18, 10:42:28	0 Hz	0 W	4E0 mbar	3,7E0 mbar
2022-04-18, 10:42:30	0 Hz	0 W	4E0 mbar	3,7E0 mbar
2022-04-18, 10:42:32	0 Hz	0 W	4E0 mbar	3,7E0 mbar
2022-04-18, 10:42:34	0 Hz	0 W	4E0 mbar	3,7E0 mbar
2022-04-18, 10:42:36	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:42:38	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:42:40	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:42:42	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:42:44	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:42:46	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
2022-04-18, 10:42:48	0 Hz	0 W	3,9E0 mbar	3,7E0 mbar
